"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"FLWS","1-800 FLOWERS.COM, Inc.","2.99","84282120","n/a","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCTY","1st Century Bancshares, Inc","4.2","37980600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcty",
"FCCY","1st Constitution Bancorp (NJ)","8.78","44303880","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","26.06","630990780","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"FUBC","1st United Bancorp, Inc. (FL)","5.98","182736840","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fubc",
"TCHC","21st Century Holding Company","3.5","27811000","n/a","1998","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/tchc",
"VNET","21Vianet Group, Inc.","10.91","163104500","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"SSRX","3SBio Inc.","11.65","254063200","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ssrx",
"JOBS","51job, Inc.","44.9","1270265900","n/a","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"EGHT","8x8 Inc","4.55","315701750","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","12.44","161409000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","26.75","786182500","n/a","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AONE","A123 Systems, Inc.","2.16","290122560","n/a","2009","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aone",
"AAON","AAON, Inc.","19.23","473846430","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"ASTM","Aastrom Biosciences, Inc.","1.84","71088400","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/astm",
"ABAX","ABAXIS, Inc.","26.24","568804480","n/a","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABMD","ABIOMED, Inc.","22.37","862721420","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"AXAS","Abraxas Petroleum Corporation","3.97","366089580","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACTG","Acacia Research Corporation","40","1716520000","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","13.87","312421750","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","1.79","94513790","n/a","1985","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"ACCL","Accelrys, Inc.","7.31","405493010","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/accl",
"ANCX","Access National Corporation","10.34","105436980","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","7.2","507700800","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","3","58659000","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACET","Aceto Corporation","8.27","221057100","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/acet",
"ACHN","Achillion Pharmaceuticals, Inc.","11.04","769973760","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","36.2","1212844800","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"APKT","Acme Packet, Inc.","35.45","2379581250","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/apkt",
"ACNB","ACNB Corporation","14.46","85906860","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","25.73","1020631910","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"ACFN","Acorn Energy, Inc.","7.93","138909810","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acfn",
"ACTS","Actions Semiconductor Co., Ltd.","1.79","127598360","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts",
"ACPW","Active Power, Inc.","0.8","64134400","n/a","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw",
"ATVI","Activision Blizzard, Inc","12.23","13993810600","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"BIRT","Actuate Corporation","6.37","310231740","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/birt",
"ACUR","Acura Pharmaceuticals, Inc.","3.28","148646320","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur",
"ACXM","Acxiom Corporation","14.06","1100532440","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADES","ADA-ES, Inc.","21.78","210721500","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"ADGF","Adams Golf, Inc.","7.91","61737550","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/adgf",
"ADUS","Addus HomeCare Corporation","3.55","38251250","n/a","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","2.13","21740910","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"ADEP","Adept Technology, Inc.","4.15","40176150","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/adep",
"ADBE","Adobe Systems Incorporated","32.75","16076844000","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADTN","ADTRAN, Inc.","38.4","2444390400","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"AEIS","Advanced Energy Industries, Inc.","11.49","501653400","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"ADVS","Advent Software, Inc.","26.8","1361440000","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/advs",
"AVCA","Advocat, Inc.","6","34962000","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/avca",
"AEGR","Aegerion Pharmaceuticals, Inc.","17.46","370064700","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr",
"AEGN","Aegion Corp","18.4","731179200","n/a","2000","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AEHR","Aehr Test Systems","0.8605","7595633.5","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AEPI","AEP Industries Inc.","35.57","195279300","n/a","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi",
"AVAV","AeroVironment, Inc.","28.7","605397800","n/a","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris, Inc.","1.64","156100120","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"ATRM","Aetrium Incorporated","0.9","9702900","n/a","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/atrm",
"AFCE","AFC Enterprises, Inc.","17.42","424595080","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/afce",
"AFFM","Affirmative Insurance Holdings, Inc.","1","15408000","n/a","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/affm",
"AFFY","Affymax, Inc.","10.55","376951500","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/affy",
"AFFX","Affymetrix, Inc.","4.61","324880530","n/a","1996","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/affx",
"AGEN","Agenus Inc.","2.98","63935900","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGYS","Agilysys, Inc.","7.77","175835100","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/agys",
"AIRM","Air Methods Corporation","88.31","1122243480","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm",
"AIRT","Air T, Inc.","9.34","22845640","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","5.95","381210550","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AMCN","AirMedia Group Inc","2.93","193277450","n/a","1995","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AIXG","Aixtron SE","17.57","1777732600","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg",
"AKAM","Akamai Technologies, Inc.","37.8","6782491800","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKRX","Akorn, Inc.","12.31","1165633900","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"ALSK","Alaska Communications Systems Group, Inc.","3.15","142411500","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"AMRI","Albany Molecular Research, Inc.","2.98","91307200","n/a","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri",
"ALXN","Alexion Pharmaceuticals, Inc.","81","14996907000","n/a","1996","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALXA","Alexza Pharmaceuticals, Inc.","0.4941","35642397.6","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxa",
"ALCO","Alico, Inc.","23.8","174930000","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","27.22","2137994900","n/a","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.72","54054440","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALKS","Alkermes plc","18.38","2381772300","n/a","1991","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"ALGT","Allegiant Travel Company","55.52","1058655360","n/a","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALLB","Alliance Bancorp, Inc. of Pennsylvania","11.35","62129900","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/allb",
"ABVA","Alliance Bankshares Corporation","3.54","18085860","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/abva",
"AFOP","Alliance Fiber Optic Products, Inc.","9.85","87605900","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/afop",
"ALNC","Alliance Financial Corporation","30.63","145890690","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/alnc",
"AHGP","Alliance Holdings GP, L.P.","50.4","3017095200","n/a","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"ARLP","Alliance Resource Partners, L.P.","70.83","2600665110","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AHPI","Allied Healthcare Products, Inc.","3.49","28352760","n/a","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","7","59290000","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"ALTH","Allos Therapeutics, Inc.","1.6","169481600","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alth",
"ALLT","Allot Communications Ltd.","17.48","539030760","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","19.54","3704256420","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"AFAM","Almost Family Inc","20.22","189400740","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","12.2","521269400","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","10.62","259595280","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"ATEC","Alphatec Holdings, Inc.","2.05","182956350","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"ALTI","Altair Nanotechnologies Inc.","0.785","54519820","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alti",
"ALTR","Altera Corporation","40.07","12856980410","n/a","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/altr",
"ALTE","Alterra Capital Holdings Limited","23.62","2464109260","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/alte",
"ASPS","Altisource Portfolio Solutions S.A.","59.14","1410489000","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"APSA","Alto Palermo S.A.","16.66","524740020","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/apsa",
"AIMC","Altra Holdings, Inc.","20.05","537600650","n/a","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"ALVR","Alvarion Ltd.","1.05","65416050","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alvr",
"AMAG","AMAG Pharmaceuticals, Inc.","17.12","362995360","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation PLC","8.57","1090292540","n/a","1995","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"AMZN","Amazon.com, Inc.","182.5","82992605000","n/a","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"EPAX","Ambassadors Group, Inc.","5.83","101984190","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/epax",
"AMBT","Ambient Corporation","4.8201","79671432.9","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ambt",
"AMCX","AMC Networks Inc.","45.31","2642751060","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"AMED","Amedisys Inc","11.29","332332440","n/a","1987","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","108.48","2127075840","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"ASBI","Ameriana Bancorp","4.97","14855330","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbi",
"ATAX","America First Tax Exempt Investors, L.P.","5.2601","158449992.3","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","23.37","459220500","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AGNC","American Capital Agency Corp.","30.37","6807435500","n/a","1983","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"MTGE","American Capital Mortgage Investment Corp.","21.75","217630500","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtge",
"ACAS","American Capital, Ltd.","8.89","3065280890","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas",
"ANCI","American Caresource Holdings Inc","0.59","10073070","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/anci",
"AETI","American Electric Technologies, Inc.","4.599","36005571","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AMIC","American Independence Corp.","4.51","38443240","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/amic",
"ALRN","American Learning Corporation","1.64","8068800","n/a","1984","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/alrn",
"AMNB","American National Bankshares, Inc.","21.24","165735720","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","75.74","2031422540","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"APFC","American Pacific Corporation","7.81","59043600","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apfc",
"APEI","American Public Education, Inc.","42.02","749804880","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","30.81","657855120","n/a","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"ARCP","American Realty Capital Properties, Inc.","11.5","84214500","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arcp",
"AMRB","American River Bankshares","6.95","68742450","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"ASEI","American Science and Engineering, Inc.","76.2","679551600","n/a","n/a","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/asei",
"AMSWA","American Software, Inc.","8.78","207497740","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","4.7","241678700","n/a","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","13.97","199966580","n/a","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","45.95","450493800","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"ARGN","Amerigon Incorporated","15.5","359135000","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/argn",
"ABCB","Ameris Bancorp","11.27","267685040","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","23.96","432885320","n/a","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","2.54","53868320","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","25.5","12265500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"ASCA","Ameristar Casinos, Inc.","20.51","669302830","n/a","1993","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/asca",
"AMTC","Ameritrans Capital Corporation","0.27","916920","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/amtc",
"AMTCP","Ameritrans Capital Corporation","3.26","978000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amtcp",
"ATLO","Ames National Corporation","22.02","205997100","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","67.78","59412152320","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","6.34","219706360","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","6.54","1184747160","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr",
"AMPL","Ampal-American Israel Corporation","0.32","17962880","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ampl",
"AMPE","Ampio Pharmaceuticals, Inc.","3.63","104562150","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ampe",
"AMSG","Amsurg Corp.","26.18","820481200","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsg",
"ASYS","Amtech Systems, Inc.","9.45","89122950","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys",
"AFSI","AmTrust Financial Services, Inc.","27.55","1652724500","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"AMLN","Amylin Pharmaceuticals, Inc.","17.7","2589209100","n/a","1992","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amln",
"AMRS","Amyris, Inc.","6.14","279707700","n/a","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"ANAC","Anacor Pharmaceuticals, Inc.","6.04","170279680","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anac",
"ANAD","ANADIGICS, Inc.","3.19","217468680","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/anad",
"ALOG","Analogic Corporation","58.1","710504900","n/a","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog",
"ANLY","Analysts International Corporation","6.58","33011860","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/anly",
"ANEN","Anaren, Inc.","18.36","276207840","n/a","1972","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/anen",
"ACOM          ","Ancestry.com, Inc.","24.34","1072566440","n/a","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/acom          ",
"ANCB","Anchor Bancorp","9.17","23383500","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"AMCF","Andatee China Marine Fuel Services Corporation","3.52","33506880","n/a","2010","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/amcf",
"ANGN","Angeion Corporation","5.68","22265600","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/angn",
"ANGI","Angie&#39;s List, Inc.","14.92","849440360","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","13.48","339898200","n/a","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango",
"ANIK","Anika Therapeutics Inc.","10.8","147150000","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik",
"ANNB","Annapolis Bancorp Inc.","4.3","16997900","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/annb",
"ANSS","ANSYS, Inc.","64.89","5994538200","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss",
"ANTH","Anthera Pharmaceuticals, Inc.","7.94","324809520","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth",
"APAGF","Apco Oil and Gas International Inc.","81.34","743447600","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apagf",
"ATNY","API Technologies Corp.","3.84","209537280","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/atny",
"APOG","Apogee Enterprises, Inc.","14.19","401903370","n/a","1971","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/apog",
"APOL","Apollo Group, Inc.","52.75","6863197000","n/a","1994","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apol",
"AINV","Apollo Investment Corporation","7.2","1418709600","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/ainv",
"AAPL","Apple Inc.","502.12","466674847080","n/a","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","5.89","32353770","n/a","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/arci",
"AMAT","Applied Materials, Inc.","12.99","17114727690","n/a","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat",
"AMCC","Applied Micro Circuits Corporation","7.43","452182370","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/amcc",
"AREX","Approach Resources Inc.","36.66","1211283060","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"APRI","Apricus Biosciences, Inc","3.66","76728240","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri",
"ARSD","Arabian American Development Company","8.02","189993800","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/arsd",
"ARCW","Arc Wireless Solutions, Inc.","3.59","11096690","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/arcw",
"ABIO","Arca Biopharma, Inc.","1","12182000","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"ACGL","Arch Capital Group Ltd.","37.56","5040101280","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ARCL","Archipelago Learning, Inc.","9.59","252562240","n/a","2009","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/arcl",
"ACAT","Arctic Cat Inc.","34.47","420223770","n/a","1990","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/acat",
"RDEA","Ardea Biosciences, Inc.","19.23","705510240","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdea",
"ARDNA","Arden Group, Inc.","89.38","274485980","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ardna",
"ARNA","Arena Pharmaceuticals, Inc.","1.83","267225750","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.4","3364132000","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"AGII","Argo Group International Holdings, Ltd.","29.88","934706160","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"ARIA","ARIAD Pharmaceuticals, Inc.","14.9","2348225100","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aria",
"ARBA","Ariba, Inc.","30","2991900000","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/arba",
"ARKR","Ark Restaurants Corp.","16.1","56269500","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ABFS","Arkansas Best Corporation","19.26","489627720","n/a","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/abfs",
"ARMH","ARM Holdings, plc","27.75","12442045500","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/armh",
"ARTX","Arotech Corporation","1.3","20241000","n/a","1994","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","7.83","421042590","n/a","1996","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","2.86","174757440","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","Arris Group Inc","11.82","1393424340","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"AROW","Arrow Financial Corporation","26.21","309278000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
